5	the game is amazing and just simply perfect. the statue is just awesome.
5	very good product shipped fast and as expected
5	this is an excellent product, my grandson is delighted with it
5	excellent addition to let me make minor adjustments on my aiming
5	came several days early, and absolutely no problems whatsoever. fantastic!
5	very good game, perfect package and easy to open, thanks..
5	awesome game!!! amazing story, played it twice and will play again in the future.
5	special product for psp 3000 ... and very good quality ... thanks
5	very good game, perfect package and easy to open, thanks..
1	a huge waste of $20  , didn't even come close to being the right size.
5	excellent time of delivery, i recomend recomend it
5	works amazingly well. fit perfect to my son's ds lite and it has kept it looking brand new.
5	excellent time of delivery, i recomend recomend it
5	amazing headsets and worth the cash.
5	very good kepleps screen protected and keeps it clean.. love it
5	amiibo arrived in excellent condition. one of my favorite commons.
5	great game, very good for practicing japanese
5	great game excellent story and amazing gameplay
5	holy amazing graphics, batman!!!
5	very good items, perfect package and easy to open, thanks..
5	excellent, works great.
5	excellent bundle for an excellent price, love my xbox one, so much so that i sold my ps4!
5	great game...replay is amazing..innovative rpg tech system
5	by far my favorite loz game in the series. this is an excellent remake of the n64 version.
5	for my collection, wow excellent...
5	such a fantastic game and the figure made it absolutely worth it
1	didn't work when i received it, was not offered refund when i contacted. waste of money
5	very good game, perfect package and easy to open, thanks..
5	great game!  disc was in excellent condition.
5	amazing game, it's dark souls on steroids, great fun
5	first time using prime shipping and it was amazing - item looks great!
5	amazing game. shipped at an okay speed and works perfect, my brother and i both love this game
5	very good ~!<br />feel good ~!<br />good quality
1	it was made in the united kingdom and won't work on my american game system so i wasted my money.
5	wonderful game, one of my all time favorites. the game play and story are excellent
5	very good for the price paid.
2	damaged box. sucks for me cause i'm a collector
4	excellent kojima rlz!!
5	i get it far away to finland. excellent!
5	very good. great pc port
5	very good. this was a birthday amazon gift card. if i used my own money, i would not be pleased.
5	for what the game is excellent. seller gave exactly what i asked for.
5	amazing, came in 10 days early too.
5	excellent condition.  my son is very happy!
5	product very good and as secified
5	amazing game! if u like this game, try witcher 3 too
5	this game is so amazing and the new features/graphics make it even better
5	fantastic looks super stylish
5	this amiibo looks amazing. everything was fine.
5	it is a amazing game i can't wait to 2 comes out
5	prompt shipping. excellent gift, just what my so wanted.
5	looks fantastic - an ff fan
3	it's ok but it does not have a good story.
1	biggest waste of money!!!
5	excellent product....will purchase again.  seller sent items really fast. i highly recommend!!!!!!
5	got an amazing deal on this great 3 pack.
5	works very good. responsive. no rattles.
5	excellent quality cordless headset for the money you can't do better!!!
5	the seller is amazing but the first one and the 2nd don't work but its not his problem its steams
5	excellent product!!! the whole amiibo was sealed and the box is in perfect conditions.
5	great game. excellent pvp and pve. a linear elder scrolls game combined with open world pvp seiges.
5	very good came from england , but worked fine on my 360 looks almost brand new..
5	excellent product....will purchase again.  seller sent items really fast. i highly recommend!!!!!!
1	worked for one day, literally stopped working the next. complete waste of money.
5	remote was exactly what it said in the description, works excellent!
5	the games were in excellent conditions. everything went ok!
1	one of the most terrible and disappointing games i have ever purchased. absolute waste of money.
5	excellent product!!! the whole amiibo was sealed and the box is in perfect conditions.
5	excellent product! very satisfied with the results. makes carrying my ps4 around so much easier.
5	excellent case, looks amazing and protects 3ds and games.
5	excellent packaging and very cool lookin amiibo highly recommend
5	amazing game - graphics are great and the storyline in awesome.
5	excellent, worked great
5	phenomenal addition to an already amazing mmorpg<br />best expansion for a game in years!
5	the sound on these are amazing, very little outside noise. perfect for the price!
5	very good joystick. should have bought two at the time, since the price has doubled. doh
5	very,very good game would buy it again!
2	this game sucks don't buy it even if they are giving it away.
5	very good, service excelent
5	excellent product....will purchase again.  seller sent items really fast. i highly recommend!!!!!!
5	amazing game i love it , definitely worth it
5	amazing game, would recommend
5	thanks is working super good. i did very good deal
1	beyond stupid! do not waste your money!
5	amazing game. one the best lego games ever and has awesome graphics too.
5	love this game! excellent seller too. thank you.
5	this game has an amazing open world with great graphics and one of the best story lines.
5	she sucks in smash but her amiibo is amazing wooo
5	excellent action and features  play it frequently
5	my grandsons loved the game & play it often.  they are ages 4 & 6!!  very good buy.
5	my favorite golf game on the computer. very good graphics.
1	the touch screen didn't work, i ended up returning it.
5	great buy. amazing game. i recommend seller.
4	very fun game, the create a player mode is fantastic.
5	amazing game, lots of post game content, so much to do!!!!
5	excellent price $30.00 wow!! and made by sony too! i wish he had more of these,i would buy again!
5	perfect condition and amazing game
5	excellent features and ralism.  play it frequently
5	my grandson plays this game.he is 11 & he said it has very good graphics plus it's easy to play.
5	this game is excellent.  the soundtrack is good and the gameplay is fast.
1	do not waste your money on this product it does not work!!!!!!! i hate it
5	amazing product. works as advertised!!!
4	wasn't as clean as the condition stated. still amazing though!
5	very good, good customer services!
1	waste of money! absolute garbage!
4	excellent game. i recommend it.
4	solid product, excellent!
5	buy it now the artwork looks amazing
5	excellent game.  very addictive.
5	nice replacement parts if you need new ones. fits perfectly and its amazing.
5	excellent . exactly what i expected
5	very good buy.like to charge and play.
5	fantastic game with a thought provoking story line. great finish to the trilogy
5	very good. no issues.
5	excellent adventure game, too much of a shooter though. great buy on ps4!
5	as expected, a very good product
5	this was amazing from the first moment we started it up.
5	great product!! excellent quality!!
5	beautiful nice new excellent product
5	really protects the pad! amazing i love!
5	amazing as expected. rockstar games, naughty dog, sony ps4. whats not to love.
5	excellent.  works as expected.
5	excellent, beautiful game.
5	very good. much swag. i like it.
5	great game and excellent conditon  there are still lobbys on cod ghost ^^ happy customer[:
1	game sucks glad i didnt pay  full price
5	just as amazing as i remembered.
5	absolutely love this franchise of platformer games. amazing trilogy hd remastered for the ps3
1	lag all the time .it sucks ,not worth it
5	excellent. i'm glad to own such a great rpg. add this one to your collection.
5	excellent product. the game is amazin
5	excellent. as advertised and the best batman game ever.
4	little hard to get games out sometimes but amazing to play so far
1	within two uses the buttons did not work anymore it was a waste.
5	a very good zombie game, had a great story ad plent of other activities?
1	doesn't even work with a ps1. waste of money.
5	great deal on an amazing game! get it. get it. get it.
5	excellent product quality and durability.
5	thank you it's amazing
5	fantastic game, must buy for a true kingdom hearts fan
5	very good awesome game all around no problems with it what so ever.
5	the deliver was out of time but the product is excellent
5	perfect replacement for the cord my dog chewed up! works amazingly for the wii-u gamepad.
5	this game is fantastic. i'm still working on unlocking everything.
5	excellent...delivered in one day! son loves it.
5	this game was amazing.
5	fantastic! it really makes my gba look like new!
1	did not work the code was not good.. waste of money.
5	this game is literally so amazing, i don't even know where to begin.
5	very good controller no problems
5	excellent shipping time. product so far is much gripper than the original covers.
5	the game is amazing & i love the graphic novel. a must own if you're a fan of the bat.
5	this game is fantastic!!
5	excellent product and delivery service from amazon
5	excellent in all ways
5	game got here fast and work amazing❤️🏈
1	does not work...  runs on steam... total waste of my money
5	these are excellent headphones. they sound great and are comfortable for hour and hours of gaming.
5	this is an amazing bundle with 2 great games splatoon and nientendo land
5	will recommend to friends, very good product.
5	very fast delivery and excellent quality! finishing my incredibles' collection
5	absolutely amazing and the price is amazing i have been after him for a good long while.
5	super fast delivery, excellent quality!
5	the game is in a very good shape and brings me back good old nostalgia when i was kiddo :3
5	great headphones and the mic is great quality, very good for gaming.
5	very good game!!<br />not sure why its not 5 stars, it is very well done and entertaining.
5	awesome product, fast delivery, amazing service! completed my 2.0 set!
4	nice package and good game at a very good price
5	works excellent. i use it daily and helps keep the ps4 cool, also love the extra ports it adds.
1	wrong cable. it did not fit my xbox 360 as advertised. wasted money.
5	very fast delivery and excellent quality! kind of looks like the frozen girls, but still fun :)
1	didn't work at all on one tv. only gave me sound on the other tv. a waste of money.
5	quality made, excellent sound!
5	mike wazowski!! love monsters inc.! very fast delivery and excellent quality!
5	condition is just as described. game itself is very good too. having fun right now.
5	very fast delivery and excellent quality! building the awesome, i mean incredible collection
4	very good quality, however is difficult to read the little words.
5	a lot quieter than my other one which is amazing. hopefully won't lost this one !
5	you got a friend in me :) yeah that was cheesy. very fast delivery and excellent quality!
5	i would buy from them again they gave me an amazing product and it works great
4	very good game - but dated now.
5	excellent seller! recommended
5	excellent, just what i was anticipating!!
5	first time assassins creed experience, and it was amazing. this game is so fun and challenging.
5	this best game ever! fantastic price!!
5	very fast delivery and excellent quality! mrs incredible is pretty sexy
5	excellent very grateful for your service without problem thanks product.
5	fantastic deal and great series!  loved it!
5	performs as expected. excellent viewing quality.
5	finally, an alien game that does it right. excellent survival horror.
5	excellent game, way cool
5	amazing game is very good experience. i recommend this game if you will are a war games lover.
5	the best game ever made, excellent
5	amazing game with tons of content.
5	it is amazing! loving it
5	it is fantastic and so lovable!
3	controller looks good but some buttons are sticking more so the &#34;b&#34; button
5	very good and awesome
5	amazing fmv based game!
4	amazing. the packaging is professional and game works perfectly.
5	just plain excellent!!  great way to end this series!!
5	amazing. fast, perfect product. awesome price :):,
5	quick shipping and excellent experience
5	thank you so much for and amazing expansion pack!!
5	fantastic game. highly recommend.
5	wow!! this game is just excellent on my wii u great graphics too.
4	cool idea, excellent graphics but hard for smaller kids to pass the levels
1	3 words. this game sucks
1	i received a pc game not a ps3 game, waste of money, don't buy this
5	this game is seriously amazing. one of the best games i have ever played, and am still playing.
5	it was excellent!  however, the name is wilda, not william. thank you
1	wouldn't sync to system waste of time and money
5	awesome game! very good graphics and the online gaming is very good! i highly recommend it
5	a for amazing. ahead of its time truly.
1	waste of money. cheap material. really disappointing.
5	not bad, use it for months & can feel to comfortable. very good , very nice
5	this game is amazing and great value aswell!!!
5	this mount fit with no problems. excellent buy.
5	excellent stick,  very versatile and upgrade friendly.
3	they work fine but they are smaller than the original joysticks
1	wife likes rap.  waste of money
5	this game was a very good buy. it is one of the best games i've ever played.
1	steam rip-off, simply does not install correctly or work, at all.  total waste of time and money.
5	for the price, is excellent.<br />very comfortable and convenient.<br />it works very well
5	amazing sound quality!!
1	didn't work, tried to return only meet with a note saying not eligible,  complete waste of money.
5	amazing game if you like the first one you will love this one
5	great! no issues, excellent sweaty workout just boxing!
1	not even a few months have gone by and it's already broken, what a waste of money.
5	excellent,the item and the delivered.thant yuu
5	beautiful console, fantastic game. couldn't recommend it more highly.
2	i received the item in a timely fashion but the game just sucks
5	great condition! amazing game!
5	got here super quick, works amazing.  you're a life saver!!
4	very good game and graphics.
5	amazing game, love it as much as the other batman arkham games
5	excellent shape and no wear at all.
5	absolutely amazing sound quality!
5	amazing. it came with all games released at that time, and all are beautifully remastered
5	it's a excellent game
5	mint condition!!!! amazing!!! thank you!!!
5	excellent game.  graphics are wonderful.  very pleased with this purchase!
5	amazing a little adjusting with a file and perfect
5	it was a very good product
5	amazing! fast shipping.
4	amazing game :) it didn't took a lot of time to arrived<br />can't wait for the 2016
5	shipped as expected time, in perfect conditions and in excellent price. best buy ever!
5	excellent seller i am satisfied with the purchase , it is what i expected
5	excellent seller i am satisfied with the purchase , it is what i expected
5	arrived in excellent condition. works well. charges fast.
5	excellent seller i am satisfied with the purchase , it is what i expected
5	excellent seller i am satisfied with the purchase , it is what i expected
1	doesn't work on xbox 360 don't waste your money!
4	absolutely fantastic graphics now that they fixed it.
5	excellent product worked perfect 😀
5	excellent product. arrived on time. works like a charm.
1	item did not work in wii console.<br />very unhappy and a waste.
5	excellent product. advisable
5	game is amazing and has hours and hours of things to do :d
1	was not able to download on my computer. was a waste of money.
5	great design! looks amazing on the n3ds.
5	excellent no problems
4	amazing bundle for a great price.
5	very good! came in like 3 days and it works great. very fun game.
5	i want to be short. excellent game. good graphics. for me till now this is the best of all nba2ks.
5	this is a fantastic game collection and has provided me several days of enjoyment!
5	excellent seller i am satisfied with the purchase , it is what i expected
5	amazing!!! mint condition!!
5	excellent seller i am satisfied with the purchase , it is what i expected
5	excellent game. great graphics.
5	very good i love it !!!
1	it doesnt even work with my windows 7. it was a waste of money
5	i love it.... excellent product... excellent puchase....
5	the game was amazing ! thanks i will be buying from you again.
5	absolutely amazing game.
5	excellent tool to learn guitar. i play until my fingers are soar
5	looks amazing!! definitely a good buy. star piece of my collection for now.
1	did not work right out of the box. dont waste your time with it
1	product does not fit the controller and was damaged. don't waste your money.
3	product is ok but only available support is with chat which is not satisfactory
4	this product was excellent. it's was price was very reasonable.
5	fantastic game. seller sent in perfect condition (still in rap). great deal.
5	excellent item. my kids love it.
4	very good wire lasted me about 4 months before breaking
5	excellent product,price and service
3	works good but battery won't stay charged
5	awesome game.. my son loved it!!amazing graphics
4	everything my daughter hoped for and excellent condition
5	excellent. thank you very much. great game
5	excellent item, reasonable price and easy to replace.
5	excellenter great game
5	very very great headset for a fantastic price. comfortable and awesome functions.
5	in excellent condition, works beautifully.
5	it was amazing! everything was fine and it was like it was brand new!
5	my daughter was very happy with this gift. very satisfied. excellent condition.
5	very good game and very fast shipping
1	can't get past tuning, total waste of money
5	excellent. and fun must have.
5	excellent game. best in a while.
4	thank you very much, very good
5	it's a great way to make your controller look amazing
5	it's amazing!  it's perfect
3	it is ok but could not get it to work on my computer.
5	amazing, on time. very happy.
5	one of my favorite xbox games. the disk was in great shape and works excellent.
1	very poor quality. they do not hold a charge. very hard to remove from controller. waste of money.
5	its an excellent game and the statue is of great quality.
5	excellent game all is well recvd game no problem ty again
1	i could hear but people could not hear me. i feel like it was a waste of money.
4	thank you very much, very good
3	the product is really good but the delivery was a week late and i had to go get it myself.
5	amazing just amazing cheap and works on everything expect me to buy more
4	works great and an excellent price.
3	it ok but it needs more work
5	it meets my expectation. the dvd is in excellent condition.
5	excellent very good console
5	fantastic product fast delivery works great
5	excellent game. it was the first ps4 i bought for my console, worth every penny.
5	an amazing game created by rockstar games. has some mature content, but is extremely fun to play.
5	very good game happy with it thanks.
5	great controller! looks amazing!
5	it arrived as expected, excellent company.
5	worth it get it it's amazing
5	excellent product. arrived on time.
5	excellent game i really liked .... *
3	works fine but if it's used a lot every day it probably won't last more than 6 months. i bought 2.
1	game sucks! not worth it. the game itself is boring.
5	this game is fantastic.
5	excellent and so much cheaper than microsoft and works the same, love it
4	thank you very much, very good
4	a little disappointed but the game and statues are amazing.
5	it does what it is supposed to do and is very good at it.
4	it's very good. thank you.
5	very comfortable with my ears. excellent sound, undoubtedly the best investment i've made
4	game is not like the games before but its still good! amazing packaging! arrived safe
5	loved it!! amazing how it brought all the movies together!!
5	works excellent and received fairly fast
5	this controller is amazing
5	fantastic magic powers, nice addition to the magic element skylanders
5	this is a very good game. i, a 21 year old woman, would recommend for adults like me, and children.
1	it broke immediately!!! a total waste of money.
5	this game is amazing recommend for every pokemon fan even pokemon fans from the first gen.
5	this is an amazing game which includes everything
5	fantastic 3 in 1 pack - pc  that i have had it for years now ....love it ...linda r...
5	as always a very good game
5	awesome collection and nailed this at a amazing price 26.99<br />highly recommended
5	very good deal loved it
5	amazing deal! thank you prime day!
3	game is good but very glitchy.
5	fantastic! it just as great as all the reviews said.
5	excellent service and super fast delivering, thank you so much!!! brand new product
5	amazing game! always fun to play online with windows live!
5	very good game and good price.
5	amazing game. was shippped quickly and the code worked fine.
4	the price was very good for this game.
5	excellent 3ds protection and it holds games.
5	excellent graphics and excellent game , i recommend it 100%
5	beautiful!  pretty, nicely detailed paint.  packaging in excellent condition.
5	this remote is amazing works with my tv too
5	works excellent and does everything right no flaws
5	just got these today and i love them! amazing sound and really comfortable
5	amazing quality. it's sony brand so you know it will be great.
5	this game is just amazing, wonderful music selection for a hip hop lover
2	the only thing good about this game is the soundtrack.  other than that, it sucks very badly!
5	very good item, looks like new
5	this is a very good expansion pack. it gives a lot of new game play!
5	excellent add on for fallout 3
5	came in very good condition and fast. love this game.
5	works amazing. works fast,  and the charge last all day.
5	as described fantastic
4	i thought it was an excellent game
4	very good game to play
5	very good game, i recommend it, it is very entertaining
5	great console, great graphics, amazing picture, overall great product.
5	excellent service. excellent product
4	amazing while it lasted lol
5	excellent products, no problem using them
5	i highly recommend excellent article
5	good price ,all very good thanks
5	excellent that should keep it going for a while.
5	very good quality product
5	this game is hours of pure fun! an amazing platformer. i love it!
5	very good times card.i like .
5	thank you very much, i will continue buying very good seller.
1	total waste of my money
5	excellent game. 3ds integration makes this a whole new game compared to the original.
5	this sticker decal is as amazing as pictured
1	too many of the best features lost in this version. should of trusted the reviews. $50 wasted!
5	amazing game,loved it and it was all in excellent condition
4	thank you very much, i will continue buying very good seller.
1	game didnt work wasted money
5	very happy with purchase, thank you very much, i will continue buying very good seller.
5	excellent and on time
5	works amazing on my computer and feels like the orig
5	fantastic game and a good price!
5	excellent price,thanks
5	nice game..excellent condition!!
5	excellent service. excellent product
5	it a very good console and game i  wished i can get one for free
5	amazing, way better grafics and game is brand new!
5	excellent game, it is off the hook
5	very fast, the product excellent, i will continue buying very good seller.
1	one of the controllers broke after a see. poor quality. do not waste your money.
5	amazing! expensive but worth the money.
5	i highly recommend excellent article
3	the gameplay is good but you will end up getting tired of it no matter what level you play
5	i just love these game. excellent.
5	amazing game, very good driving experience.
5	amazing game! it will thief your time playing for hours
5	love it easy to use and looks amazing
5	excellent god packet without problems every thing ok, itś have all of say contain
5	excellent replacement for your wii controllers.
5	amazing wireless headset. a must for ps4.
4	excellent but need a turtle beach adapter xbox audio to use full function
5	this is such a fantastic head to head game!
5	excellent condition, excellent game
5	oh this thumbsticks. are amazing😊. love them...
5	amazing controller... 5 stars
5	excellent ítem and fast in the deliver
5	very good game, alot of gaming to enjoy in ps4.
5	very good game my son enjoys it
5	fantastic! i love this game. combines area control with combat in a novel and ingenious way.
5	game and case in very good condition for being used.
5	excellent expeirience great game to ply with my 6 yr old
5	excellente product, fast shipping, i recommend
5	the controller is amazing
5	this game is amazing! graphics and gameplay great as all other pokemon games before it. great buy!
5	awesome! high quality graphics... very very good action game
3	ok but not playable on my ntsc-j set! why cant the maker be more generous?
5	amazing always works and if it messes up you can always just make a back up file
4	a very good game. not quite on the same level as skyrim, but close.
5	excellent price<br />i loved it
5	excellent game for cricket lovers. i liked it very much...
3	the game isn't very good but sherlock holmes is great.
5	nothing bad to say about it. case and game are in very good condition for being used.
5	great game!! the music is amazing!!
5	my daughter loves the blue...<br />very good product, works very well, like the white we had.
5	its an excellent product.
5	excellent game. amazing puzzles. lets you take your time to solve the puzzle
5	because is amazing the play your textures is owesome
5	next day delivery.  product is excellent.  happy son happy mom.  thanks.
5	i still play it.<br />amazing game.<br />recommended.<br />competitive for self play and team play.
5	amazing condition looks almost brand-new
4	the problem most of the time is the language but for a collector is amazing
5	very good product works perfectly pn my xbox 360 thanks amazon!
5	excellent price<br />i loved it
5	fantastic all bearing the word thanks very much
1	the cable that was sent to me does not work. complete garbage really. just a waste.
5	excellent game.<br />i just love it
5	amazing. with vss. plus so cheap
1	this game sucks. i bought it on sale and still regret it. pass.
5	amazing game in amazing remaster, maybe the best version of the game.
1	a belt was included in the zumba game box. it was a waste of money.
1	this wasn't as good as i thought it would be. actually this was a waste of money.
5	it was amazing and there completely met my expectation.
5	excellent product and service
1	doesn't work. do not waste your money.
5	amazing set of games. play in order of release you will not regret it
5	this is so amazing !!! i love it so much, it was easy to install and looks great as well.
5	amazing it works like a charm thanks amazon
5	received in excellent condition. tested and working great.
5	excellent..product and fast shipping
5	excellent in windows 8.1 !!!
5	amazing art and design.
4	very good for exercise
5	fantastic, criminally short game.
5	it collects dust but its an very good at protecting my nintendo, i love it
5	simply plug and play. no set up needed. sounds amazing!!!!
4	very good wireless headset. not as comfortable as a rocket but not uncomfortable.
5	very good looking its confusing to know wher to put the stickers but overall great product
5	amazing game very entertaining and fun!
5	arrived in excellent condition. thank you and blessings!
1	horrible complete waste save yourself a headache ,shorted out within a matter of hours of arrival
5	very good game if you have plenty of spare time
5	gameplay is excellent
5	great used game with very good case and booklet
4	amazing figure!only problem is i payed 27 dollars, it's now 22
5	★★★★★▒ excellent product ▒★★★★★▒100% recommendable ▒★★★★★
5	very good controller :d
5	&#34;it's an amazing, classic game&#34; that's what my son said when i bought it for him.
5	excellent video console games
5	excellent racing game! game is a step up from gt5
1	i ordered the xbox 360 version but instead i got the ps3 version. what a waste of money.
5	amazing game, recomended.
5	great game, excellent rpg elements and replay value.
5	the game is amazing thank you
5	very good product.  works just like the sony brand controllers except costs much less
5	excellent product and service
1	garbage! complete waste of money! left ear doesnt work!
5	fantastic, love the 1tb harddrive
5	this skin is amazing buy it if you're a naruto fan!
5	excellent game play and graphics.ages: (16yrs. + plus)!
4	blends in. excellent design, but hard to put on.
5	works amazingly well!
5	excellent videogame and it's also in spanish!! amazing!!
2	sucks plain and simple, would not waste my money on it
5	very good. so far no problems
5	the ps3 works wonderfully. last of us was amazing. beautiful graphics.
5	my god this game is amazing!!!! and the collectors edition is sick! the statue is insane
5	this game is amazing, i wish they had fairy tail and highschool dxd
5	amazing price on this game. thanks!
5	&#34;excellent for all ages(10yrs. +plus) and the:jax and daxter fan in your home&#34;.
5	the best game of all time looks even more amazing on the ps4! i also love the 60fps!
5	excellent console. i love it
5	excellent game for the price!
5	i so happy  with my control very good quality
5	great value for what you get! lots of fun and an amazing storyline
5	came in one day early, looks amazing.
5	amazing game and looks incredible on the ps4!
2	game sucks and has many glitches.
5	excellent condition!! like new, all cables, couldn't be happier!!
5	better than the original sony one. great price plus amazing fans and charging station.
5	excellent product , thank you
5	amazing paint job, really beautiful amiibo. happy with my purchase.
5	excellent for any 3ds system.
5	just has a short cord, works fantastic.
1	low quality graphics, difficult to play. don't waste your money.
5	looks great. the delivery packaging was also really great, and robin just looks amazing as always.
5	this has always been my favorite ff game. the hd update is fantastic
1	don't waste your time
4	excellent transaction, highly recommend.
5	this game was amazing! the free roam was especially beautiful.
5	amazing. love it. cant play a controller without it now.
5	amazing value for $9.95. works on ps4 with games and video.
4	excellent transaction, highly recommend.
5	was in excellent condition.
1	this product sucks! it is making my computer freeze up and it doesn't work!
5	a very good vault to carry ps vita. you can also keep 4 games and a memory card. sturdy and modern!
5	very good, function more.
5	it looks amazing on my desk and it holds my vita.
4	i enjoy my headset , and it give me the good and excellent sound i want thanks
5	was in excellent condition.
5	amazing game. a must play. best story in videogames.
5	i'm loving it! excellent condition, made an excellent bday gift.
4	it came in excellent condition, it's just not what i expected.
5	love it!! soundtrack is awesome!! and game is amazing!!
5	very good remote have had it for 4 months and still going strong !
2	disc unreadable, in the process of returning it
5	i was so glad to get this & it was in excellent condition. been enjoying the gameplay ever since :)
5	this gives a whole new meaning to joystick, amazing .
5	amazing game with so much to do! huge map which is always nice!
5	exactly what the description says. great buy and a fantastic game. if you have the money buy it
5	fantastic game. really loving it and the price was good as well.
5	buy it for my daughter and ahotra compete for who discovers new things the game is very good
1	it doesn't work for me i wasted my money on this piece junk
5	absolutely perfect. very easy set up and they sound fantastic!
1	i didn't know it didn't work in the usa<br />so i wasted like 48$
5	all three games work and i love them. shipping was fast. excellent
5	amazing if you like pinball! my girlfriend doesn't care for it tho ;)
5	this is a very good and versatile console and mediabox. it was a good choice, i do not regret it.
5	excellent product, recommended
1	it didn't work at all it sucks i'm srry but i'm honest ,,,,i'm to lazy to return
5	excellent product. thank you very much.
4	working very good, received quickly before the time frame
5	for the piece this is fantastic. came in a different case but that doesnt bother my son one bit
5	great game with a fantastic storyline. this really needs a remastered version.
5	it's an excellent controller. everything i expected, and the japanese box is so cool!
5	excellent product. thank you very much.
5	excellent product. thank you very much.
5	excellent, good value for the price
5	excellent product. thank you very much.
5	excellent product, recommended
5	excellent product. thank you very much.
5	worked amazingly. took a little bit of time to ship - aka it arrived late - but worth the wait.
5	excellent product. thank you very much.
5	excellent game. if you love rpgs, you will love this game
5	bloodborne is amazing.<br />awooooooooooo!!!!!
1	this thing just sucks. its uncomfortable and not like an actual gamecube remote.
5	it is very good for protecting our eyes,like it.
5	excellent product! everything was unused and in good condition.
5	just another excellent fighting game  really good to have
5	excellent product. thank you very much.
5	very good. enjoying it
5	amazing game love the combat of this game just very fun fighting game.
5	fast shipping!! works amazing! thank you so much!!
5	excellent product, recommended
5	excellent product, recommended
5	very good cheap alternative to the official nintendo device.
5	excellent product. thank you very much.
5	excellent product. thank you very much.
5	excellent product. thank you very much.
5	excellent product. thank you very much.
5	excellent product. thank you very much.
5	excellent customer service. great product.
5	excellent, i highly recommend it
5	excellent shipping time new product
5	excellent product. thank you very much.
5	excellent buy !! ... i am more than satisfied !!! ... thanks =) i recommend
5	excellent service. good product.
5	excellent product. thank you very much.
5	very good learning experience for children.
5	excellent product. thank you very much.
5	excellent product, recommended
5	excellent product, recommended
5	excellent product. thank you very much.
5	this game is excellent i cant stop playing it.
5	excellent product. thank you very much.
5	excellent game. great characters, great farming mechanics, engaging combat and a fun story.
5	excellent product. thank you very much.
5	excellent product. thank you very much.
5	great packaging, so i knew the product was excellent and it was.
5	excellent product. thank you very much.
5	looks amazing on my office wall since that's the only place my wife will let me put it.
5	awesome console! amazing graphics and fantastic exclusives. i recommend it!!
4	i need best instructions for play in dolphin. but very good adapter.
5	batman so cool. condolences to pc players out there. looks amazing on pc tho
1	dont waste your time, none of these knock off batteries work
5	excellent, great game
5	excellent very agusto this brand new and completely grateful
5	back to classic... excellent choice
5	amazing game get what you pay for and fast shipping
3	it was good but to repetitive
1	one of the worst games created. what a waste of money!!
5	excellent game play for a different mario idea!
5	excellent and perfect condition! thank you!
5	turt beach is always good stuff.  work excellently!
5	the best!!!! excellent!
5	it is amazing i level him up to level 50 in less than a day and customized him to look awesome
5	its a amazing game amzaing graphics it looks real very good car colection all in all im happy
